Lan,Datum,Uppskattning,Low_CI,High_CI
Uppsala,2021-01-22,0.37,0.15,0.89
Halland,2021-01-22,0.28,0.04,1.31
Jönköping,2021-01-22,0.43,0.06,1.92
Blekinge,2021-01-22,0.34,0.02,2.21
Västra Götaland,2021-01-22,0.4,0.22,0.7
Örebro,2021-01-22,0.47,0.05,2.79
Östergötland,2021-01-22,0.54,0.16,1.67
Gävleborg,2021-01-22,0.67,0.17,2.37
Kalmar,2021-01-22,0.46,0.04,2.81
Jämtland,2021-01-22,0.3,0,3.84
Södermanland,2021-01-22,0.38,0.04,2.46
Kronoberg,2021-01-22,0.36,0.05,2.66
Västerbotten,2021-01-22,0.25,0.02,1.9
Norrbotten,2021-01-22,0.38,0.03,3.03
Västmanland,2021-01-22,0.29,0.03,1.95
Värmland,2021-01-22,0.42,0.09,1.72
Gotland,2021-01-22,,,
Skåne,2021-01-23,0.47,0.31,0.71
Dalarna,2021-01-23,0.34,0.03,2.52
Stockholm,2021-01-23,0.45,0.29,0.7
Västernorrland,2021-01-23,0.28,0.03,2.83
Uppsala,2021-01-23,0.38,0.15,0.91
Halland,2021-01-23,0.31,0.05,1.36
Jönköping,2021-01-23,0.41,0.05,1.9
Blekinge,2021-01-23,0.33,0.02,2.27
Västra Götaland,2021-01-23,0.4,0.22,0.71
Örebro,2021-01-23,0.44,0.05,2.74
Östergötland,2021-01-23,0.53,0.16,1.71
Gävleborg,2021-01-23,0.68,0.17,2.41
Kalmar,2021-01-23,0.47,0.04,2.81
Jämtland,2021-01-23,0.3,0,3.96
Södermanland,2021-01-23,0.4,0.06,2.52
Kronoberg,2021-01-23,0.37,0.05,2.63
Västerbotten,2021-01-23,0.27,0.02,1.99
Norrbotten,2021-01-23,0.37,0.03,3.08
Västmanland,2021-01-23,0.28,0.03,1.91
Värmland,2021-01-23,0.48,0.1,1.86
Gotland,2021-01-23,,,
Skåne,2021-01-24,0.45,0.3,0.69
Dalarna,2021-01-24,0.53,0.04,2.85
Stockholm,2021-01-24,0.46,0.3,0.71
Västernorrland,2021-01-24,0.28,0.02,2.54
Uppsala,2021-01-24,0.37,0.15,0.89
Halland,2021-01-24,0.31,0.06,1.39
Jönköping,2021-01-24,0.44,0.06,1.89
Blekinge,2021-01-24,0.34,0.02,2.22
Västra Götaland,2021-01-24,0.37,0.21,0.67
Örebro,2021-01-24,0.4,0.04,2.68
Östergötland,2021-01-24,0.52,0.14,1.69
Gävleborg,2021-01-24,0.6,0.13,2.38
Kalmar,2021-01-24,0.44,0.03,2.9
Jämtland,2021-01-24,0.28,0,4.24
Södermanland,2021-01-24,0.34,0.03,2.54
Kronoberg,2021-01-24,0.34,0.04,2.48
Västerbotten,2021-01-24,0.38,0.02,2.21
Norrbotten,2021-01-24,0.38,0.02,2.92
Västmanland,2021-01-24,0.22,0.01,1.82
Värmland,2021-01-24,0.38,0.06,1.72
Gotland,2021-01-24,,,
Skåne,2021-01-25,0.44,0.29,0.68
Dalarna,2021-01-25,0.38,0.02,2.65
Stockholm,2021-01-25,0.47,0.31,0.72
Västernorrland,2021-01-25,0.21,0.01,2.46
Uppsala,2021-01-25,0.37,0.15,0.89
Halland,2021-01-25,0.31,0.05,1.38
Jönköping,2021-01-25,0.46,0.06,1.95
Blekinge,2021-01-25,0.31,0.01,2.19
Västra Götaland,2021-01-25,0.39,0.22,0.68
Örebro,2021-01-25,0.33,0.02,2.71
Östergötland,2021-01-25,0.57,0.16,1.8
Gävleborg,2021-01-25,0.54,0.09,2.34
Kalmar,2021-01-25,0.4,0.03,2.79
Jämtland,2021-01-25,0.29,0,4.25
Södermanland,2021-01-25,0.34,0.04,2.44
Kronoberg,2021-01-25,0.31,0.03,2.44
Västerbotten,2021-01-25,0.41,0.04,2.17
Norrbotten,2021-01-25,0.46,0.05,3.07
Västmanland,2021-01-25,0.26,0.01,1.95
Värmland,2021-01-25,0.4,0.06,1.78
Gotland,2021-01-25,,,
Skåne,2021-01-26,0.43,0.28,0.66
Dalarna,2021-01-26,0.32,0.01,2.68
Stockholm,2021-01-26,0.52,0.34,0.78
Västernorrland,2021-01-26,0.27,0.02,2.62
Uppsala,2021-01-26,0.4,0.16,0.92
Halland,2021-01-26,0.31,0.05,1.37
Jönköping,2021-01-26,0.47,0.07,1.86
Blekinge,2021-01-26,0.26,0.01,2.11
Västra Götaland,2021-01-26,0.38,0.21,0.67
Örebro,2021-01-26,0.36,0.02,2.85
Östergötland,2021-01-26,0.51,0.12,1.75
Gävleborg,2021-01-26,0.42,0.09,2.21
Kalmar,2021-01-26,0.5,0.06,2.84
Jämtland,2021-01-26,0.51,0.01,4.69
Södermanland,2021-01-26,0.32,0.03,2.38
Kronoberg,2021-01-26,0.31,0.03,2.37
Västerbotten,2021-01-26,0.4,0.03,2.27
Norrbotten,2021-01-26,0.65,0.06,3.53
Västmanland,2021-01-26,0.22,0.01,1.91
Värmland,2021-01-26,0.46,0.08,1.86
Gotland,2021-01-26,,,
Skåne,2021-01-27,0.44,0.29,0.67
Dalarna,2021-01-27,0.27,0,2.58
Stockholm,2021-01-27,0.49,0.31,0.74
Västernorrland,2021-01-27,0.29,0.03,2.55
Uppsala,2021-01-27,0.41,0.17,0.95
Halland,2021-01-27,0.37,0.06,1.54
Jönköping,2021-01-27,0.54,0.11,1.93
Blekinge,2021-01-27,0.27,0.01,2.07
Västra Götaland,2021-01-27,0.38,0.21,0.66
Örebro,2021-01-27,0.37,0.02,2.92
Östergötland,2021-01-27,0.53,0.13,1.75
Gävleborg,2021-01-27,0.48,0.1,2.3
Kalmar,2021-01-27,0.47,0.06,2.72
Jämtland,2021-01-27,0.47,0,4.47
Södermanland,2021-01-27,0.32,0.03,2.36
Kronoberg,2021-01-27,0.31,0.02,2.28
Västerbotten,2021-01-27,0.5,0.04,2.48
Norrbotten,2021-01-27,0.58,0.04,3.47
Västmanland,2021-01-27,0.27,0.02,2
Värmland,2021-01-27,0.36,0.05,1.74
Gotland,2021-01-27,,,
Skåne,2021-01-28,0.42,0.27,0.66
Dalarna,2021-01-28,0.32,0.01,2.53
Stockholm,2021-01-28,0.5,0.32,0.76
Västernorrland,2021-01-28,0.3,0.02,2.56
Uppsala,2021-01-28,0.39,0.15,0.92
Halland,2021-01-28,0.35,0.05,1.53
Jönköping,2021-01-28,0.48,0.09,1.82
Blekinge,2021-01-28,0.26,0.01,2.09
Västra Götaland,2021-01-28,0.37,0.21,0.66
Örebro,2021-01-28,0.35,0.02,2.96
Östergötland,2021-01-28,0.42,0.08,1.59
Gävleborg,2021-01-28,0.52,0.12,2.38
Kalmar,2021-01-28,0.42,0.05,2.65
Jämtland,2021-01-28,0.44,0,4.44
Södermanland,2021-01-28,0.48,0.08,2.51
Västerbotten,2021-01-28,0.47,0.03,2.47
Norrbotten,2021-01-28,0.46,0.03,3.17
Västmanland,2021-01-28,0.26,0.01,2.16
Värmland,2021-01-28,0.34,0.05,1.67
Gotland,2021-01-28,,,
Kronoberg,2021-01-28,0.33,0.02,2.38
Skåne,2021-01-29,0.42,0.27,0.66
Dalarna,2021-01-29,0.31,0.01,2.31
Stockholm,2021-01-29,0.49,0.32,0.75
Västernorrland,2021-01-29,0.29,0.02,2.56
Uppsala,2021-01-29,0.4,0.16,0.93
Halland,2021-01-29,0.35,0.06,1.5
Jönköping,2021-01-29,0.44,0.09,1.74
Blekinge,2021-01-29,0.21,0,2.08
Västra Götaland,2021-01-29,0.36,0.2,0.65
Örebro,2021-01-29,0.34,0.02,2.89
Östergötland,2021-01-29,0.47,0.1,1.65
Gävleborg,2021-01-29,0.43,0.08,2.22
Kalmar,2021-01-29,0.4,0.05,2.67
Jämtland,2021-01-29,0.47,0,4.64
Västerbotten,2021-01-29,0.47,0.04,2.35
Norrbotten,2021-01-29,0.49,0.05,3.17
Västmanland,2021-01-29,0.31,0.03,2.14
Södermanland,2021-01-29,0.39,0.04,2.37
Värmland,2021-01-29,0.37,0.05,1.71
Gotland,2021-01-29,,,
Kronoberg,2021-01-29,0.29,0.01,2.4
Skåne,2021-01-30,0.4,0.25,0.63
Dalarna,2021-01-30,0.33,0.01,2.39
Stockholm,2021-01-30,0.49,0.32,0.75
Västernorrland,2021-01-30,0.3,0.01,2.82
Uppsala,2021-01-30,0.38,0.15,0.9
Halland,2021-01-30,0.28,0.04,1.35
Jönköping,2021-01-30,0.44,0.08,1.75
Blekinge,2021-01-30,0.27,0.01,2.19
Västra Götaland,2021-01-30,0.36,0.2,0.64
Örebro,2021-01-30,0.38,0.02,2.94
Östergötland,2021-01-30,0.39,0.06,1.54
Gävleborg,2021-01-30,0.47,0.09,2.22
Kalmar,2021-01-30,0.44,0.05,2.74
Jämtland,2021-01-30,0.45,0,4.3
Södermanland,2021-01-30,0.38,0.04,2.37
Västerbotten,2021-01-30,0.46,0.04,2.33
Norrbotten,2021-01-30,0.51,0.06,3.25
Västmanland,2021-01-30,0.27,0.02,2.2
Värmland,2021-01-30,0.41,0.06,1.79
Gotland,2021-01-30,,,
Kronoberg,2021-01-30,0.27,0.01,2.4
Skåne,2021-01-31,0.44,0.28,0.68
Dalarna,2021-01-31,0.34,0.01,2.43
Stockholm,2021-01-31,0.47,0.3,0.72
Västernorrland,2021-01-31,0.41,0.03,3.11
Uppsala,2021-01-31,0.4,0.16,0.93
Halland,2021-01-31,0.33,0.05,1.42
Jönköping,2021-01-31,0.44,0.08,1.78
Blekinge,2021-01-31,0.28,0.01,2.17
Västra Götaland,2021-01-31,0.34,0.19,0.63
Örebro,2021-01-31,0.39,0.02,2.98
Östergötland,2021-01-31,0.37,0.06,1.48
Kalmar,2021-01-31,0.4,0.05,2.66
Jämtland,2021-01-31,0.44,0,4.45
Södermanland,2021-01-31,0.41,0.05,2.4
Gävleborg,2021-01-31,0.37,0.06,2.1
Västerbotten,2021-01-31,0.32,0.01,2.09
Norrbotten,2021-01-31,0.44,0.04,3.37
Västmanland,2021-01-31,0.26,0.02,2.06
Värmland,2021-01-31,0.41,0.06,1.87
Gotland,2021-01-31,,,
Kronoberg,2021-01-31,0.3,0.01,2.47
Skåne,2021-02-01,0.43,0.27,0.67
Dalarna,2021-02-01,0.33,0.01,2.47
Stockholm,2021-02-01,0.47,0.3,0.72
Västernorrland,2021-02-01,0.39,0.04,3.12
Uppsala,2021-02-01,0.48,0.2,1.04
Halland,2021-02-01,0.36,0.06,1.45
Jönköping,2021-02-01,0.4,0.06,1.79
Blekinge,2021-02-01,0.18,0,1.93
Västra Götaland,2021-02-01,0.36,0.2,0.65
Örebro,2021-02-01,0.32,0.01,2.86
Östergötland,2021-02-01,0.4,0.07,1.51
Gävleborg,2021-02-01,0.51,0.09,2.31
Kalmar,2021-02-01,0.31,0.03,2.51
Jämtland,2021-02-01,0.39,0,4.41
Södermanland,2021-02-01,0.36,0.05,2.37
Västerbotten,2021-02-01,0.35,0.02,2.18
Norrbotten,2021-02-01,0.62,0.07,3.51
Västmanland,2021-02-01,0.29,0.02,2.01
Värmland,2021-02-01,0.29,0.04,1.61
Gotland,2021-02-01,,,
Kronoberg,2021-02-01,0.38,0.02,2.61
Skåne,2021-02-02,0.44,0.28,0.68
Dalarna,2021-02-02,0.33,0.01,2.47
Stockholm,2021-02-02,0.47,0.31,0.72
Västernorrland,2021-02-02,0.47,0.04,3.13
Uppsala,2021-02-02,0.4,0.16,0.93
Halland,2021-02-02,0.39,0.08,1.47
Jönköping,2021-02-02,0.46,0.08,1.94
Blekinge,2021-02-02,0.18,0,1.95
Västra Götaland,2021-02-02,0.36,0.2,0.65
Örebro,2021-02-02,0.29,0.01,2.81
Östergötland,2021-02-02,0.4,0.07,1.48
Gävleborg,2021-02-02,0.49,0.09,2.26
Kalmar,2021-02-02,0.28,0.02,2.52
Jämtland,2021-02-02,0.18,0,4.09
Södermanland,2021-02-02,0.44,0.08,2.56
Västerbotten,2021-02-02,0.34,0.02,2.11
Norrbotten,2021-02-02,0.67,0.08,3.65
Värmland,2021-02-02,0.34,0.04,1.73
Västmanland,2021-02-02,0.47,0.04,2.3
Gotland,2021-02-02,,,
Kronoberg,2021-02-02,0.41,0.03,2.54
Skåne,2021-02-03,0.42,0.26,0.67
Dalarna,2021-02-03,0.35,0.01,2.49
Stockholm,2021-02-03,0.5,0.33,0.75
Västernorrland,2021-02-03,0.54,0.04,3.27
Uppsala,2021-02-03,0.37,0.14,0.89
Halland,2021-02-03,0.51,0.14,1.64
Blekinge,2021-02-03,0.18,0,2.01
Västra Götaland,2021-02-03,0.39,0.22,0.69
Örebro,2021-02-03,0.25,0.01,2.73
Östergötland,2021-02-03,0.4,0.07,1.49
Gävleborg,2021-02-03,0.39,0.07,2.09
Jönköping,2021-02-03,0.41,0.06,1.95
Kalmar,2021-02-03,0.24,0.01,2.49
Jämtland,2021-02-03,0.15,0,4.06
Södermanland,2021-02-03,0.41,0.05,2.58
Västerbotten,2021-02-03,0.33,0.02,2.07
Norrbotten,2021-02-03,0.69,0.08,3.71
Västmanland,2021-02-03,0.3,0.03,1.99
Värmland,2021-02-03,0.41,0.07,1.77
Gotland,2021-02-03,,,
Kronoberg,2021-02-03,0.43,0.03,2.54
Skåne,2021-02-04,0.42,0.26,0.66
Dalarna,2021-02-04,0.35,0.01,2.61
Stockholm,2021-02-04,0.48,0.31,0.73
Västernorrland,2021-02-04,0.5,0.03,3.1
Uppsala,2021-02-04,0.37,0.15,0.88
Halland,2021-02-04,0.49,0.13,1.6
Blekinge,2021-02-04,0.16,0,1.97
Västra Götaland,2021-02-04,0.38,0.21,0.67
Örebro,2021-02-04,0.21,0.01,2.76
Östergötland,2021-02-04,0.42,0.08,1.53
Gävleborg,2021-02-04,0.45,0.09,2.14
Jönköping,2021-02-04,0.37,0.04,1.99
Kalmar,2021-02-04,0.26,0.01,2.41
Jämtland,2021-02-04,0.16,0,4.24
Södermanland,2021-02-04,0.45,0.05,2.67
Västerbotten,2021-02-04,0.36,0.03,2.09
Norrbotten,2021-02-04,0.87,0.1,4.21
Västmanland,2021-02-04,0.29,0.03,1.98
Värmland,2021-02-04,0.43,0.08,1.84
Gotland,2021-02-04,,,
Kronoberg,2021-02-04,0.43,0.03,2.58
Skåne,2021-02-05,0.37,0.22,0.6
Dalarna,2021-02-05,0.32,0.01,2.48
Stockholm,2021-02-05,0.5,0.32,0.76
Västernorrland,2021-02-05,0.45,0.02,3.08
Uppsala,2021-02-05,0.32,0.12,0.83
Halland,2021-02-05,0.47,0.11,1.61
Blekinge,2021-02-05,0.17,0,2.02
Västra Götaland,2021-02-05,0.37,0.21,0.67
Örebro,2021-02-05,0.22,0.01,2.83
Östergötland,2021-02-05,0.34,0.05,1.43
Gävleborg,2021-02-05,0.4,0.08,2.08
Jönköping,2021-02-05,0.4,0.05,2
Kalmar,2021-02-05,0.22,0.01,2.28
Jämtland,2021-02-05,0.15,0,4.42
Södermanland,2021-02-05,0.46,0.06,2.71
Västerbotten,2021-02-05,0.37,0.03,2.14
Norrbotten,2021-02-05,0.82,0.07,4.37
Västmanland,2021-02-05,0.32,0.04,2.07
Värmland,2021-02-05,0.46,0.1,1.88
Gotland,2021-02-05,,,
Kronoberg,2021-02-05,0.52,0.06,2.71
Skåne,2021-02-06,0.38,0.23,0.62
Dalarna,2021-02-06,0.2,0.01,2.33
Stockholm,2021-02-06,0.51,0.33,0.77
Västernorrland,2021-02-06,0.28,0.01,2.76
Uppsala,2021-02-06,0.31,0.1,0.82
Halland,2021-02-06,0.41,0.09,1.5
Blekinge,2021-02-06,0.16,0,1.94
Västra Götaland,2021-02-06,0.37,0.21,0.67
Örebro,2021-02-06,0.27,0.01,2.77
Östergötland,2021-02-06,0.38,0.06,1.54
Gävleborg,2021-02-06,0.33,0.05,2.1
Jönköping,2021-02-06,0.5,0.06,2.16
Kalmar,2021-02-06,0.2,0,2.28
Jämtland,2021-02-06,0.17,0,4.64
Södermanland,2021-02-06,0.46,0.06,2.54
Västerbotten,2021-02-06,0.34,0.02,2.12
Norrbotten,2021-02-06,0.82,0.07,4.37
Västmanland,2021-02-06,0.28,0.02,2.02
Värmland,2021-02-06,0.45,0.09,1.86
Gotland,2021-02-06,,,
Kronoberg,2021-02-06,0.48,0.05,2.58
Skåne,2021-02-07,0.36,0.22,0.59
Dalarna,2021-02-07,0.18,0.01,2.22
Stockholm,2021-02-07,0.52,0.34,0.79
Västernorrland,2021-02-07,0.32,0.01,2.69
Uppsala,2021-02-07,0.34,0.13,0.87
Halland,2021-02-07,0.44,0.1,1.56
Jönköping,2021-02-07,0.49,0.06,2.14
Blekinge,2021-02-07,0.13,0,1.92
Västra Götaland,2021-02-07,0.4,0.22,0.7
Örebro,2021-02-07,0.24,0.01,2.74
Östergötland,2021-02-07,0.38,0.06,1.57
Gävleborg,2021-02-07,0.32,0.05,2.08
Kalmar,2021-02-07,0.18,0,2.19
Jämtland,2021-02-07,0.17,0,4.86
Södermanland,2021-02-07,0.41,0.06,2.49
Västerbotten,2021-02-07,0.31,0.02,2.04
Norrbotten,2021-02-07,0.81,0.07,4.35
Västmanland,2021-02-07,0.27,0.02,2.13
Värmland,2021-02-07,0.49,0.1,1.9
Gotland,2021-02-07,,,
Kronoberg,2021-02-07,0.45,0.04,2.59
Skåne,2021-02-08,0.36,0.22,0.58
Dalarna,2021-02-08,0.18,0.01,2.09
Stockholm,2021-02-08,0.5,0.32,0.77
Västernorrland,2021-02-08,0.31,0.01,2.73
Uppsala,2021-02-08,0.38,0.15,0.91
Halland,2021-02-08,0.34,0.06,1.47
Jönköping,2021-02-08,0.48,0.06,2.08
Blekinge,2021-02-08,0.14,0,1.98
Västra Götaland,2021-02-08,0.39,0.22,0.69
Örebro,2021-02-08,0.35,0.01,2.94
Östergötland,2021-02-08,0.36,0.05,1.54
Gävleborg,2021-02-08,0.28,0.03,2.11
Kalmar,2021-02-08,0.22,0.01,2.25
Jämtland,2021-02-08,0.18,0,4.65
Södermanland,2021-02-08,0.41,0.05,2.59
Västerbotten,2021-02-08,0.33,0.02,2.05
Norrbotten,2021-02-08,0.92,0.09,4.62
Västmanland,2021-02-08,0.31,0.02,2.18
Värmland,2021-02-08,0.38,0.06,1.79
Gotland,2021-02-08,,,
Kronoberg,2021-02-08,0.4,0.02,2.54
Skåne,2021-02-09,0.37,0.22,0.6
Dalarna,2021-02-09,0.18,0.01,2.18
Stockholm,2021-02-09,0.51,0.33,0.78
Västernorrland,2021-02-09,0.36,0.03,2.77
Uppsala,2021-02-09,0.38,0.15,0.93
Halland,2021-02-09,0.35,0.06,1.48
Jönköping,2021-02-09,0.42,0.05,1.96
Blekinge,2021-02-09,0.16,0,2.08
Västra Götaland,2021-02-09,0.39,0.21,0.69
Örebro,2021-02-09,0.39,0.01,2.92
Östergötland,2021-02-09,0.34,0.04,1.56
Gävleborg,2021-02-09,0.32,0.03,2.07
Kalmar,2021-02-09,0.2,0,2.33
Jämtland,2021-02-09,0.17,0,4.64
Södermanland,2021-02-09,0.42,0.05,2.6
Västerbotten,2021-02-09,0.44,0.05,2.19
Norrbotten,2021-02-09,0.78,0.07,4.25
Västmanland,2021-02-09,0.33,0.02,2.33
Värmland,2021-02-09,0.42,0.07,1.91
Gotland,2021-02-09,,,
Kronoberg,2021-02-09,0.44,0.03,2.69
Skåne,2021-02-10,0.37,0.22,0.6
Dalarna,2021-02-10,0.18,0.01,2.27
Stockholm,2021-02-10,0.54,0.35,0.81
Västernorrland,2021-02-10,0.29,0.01,2.69
Uppsala,2021-02-10,0.38,0.14,0.92
Halland,2021-02-10,0.31,0.05,1.4
Jönköping,2021-02-10,0.49,0.07,2.06
Blekinge,2021-02-10,0.17,0,2.17
Västra Götaland,2021-02-10,0.36,0.2,0.66
Örebro,2021-02-10,0.4,0.02,2.95
Östergötland,2021-02-10,0.35,0.04,1.59
Gävleborg,2021-02-10,0.39,0.05,2.18
Kalmar,2021-02-10,0.18,0,2.45
Jämtland,2021-02-10,0.33,0.01,4.64
Södermanland,2021-02-10,0.4,0.05,2.61
Västerbotten,2021-02-10,0.43,0.04,2.19
Västmanland,2021-02-10,0.31,0.02,2.3
Värmland,2021-02-10,0.45,0.07,2.02
Norrbotten,2021-02-10,0.77,0.07,4.24
Gotland,2021-02-10,,,
Kronoberg,2021-02-10,0.42,0.05,2.81
Skåne,2021-02-11,0.36,0.22,0.6
Dalarna,2021-02-11,0.21,0.01,2.45
Stockholm,2021-02-11,0.51,0.33,0.78
Västernorrland,2021-02-11,0.34,0.02,2.66
Uppsala,2021-02-11,0.34,0.12,0.87
Halland,2021-02-11,0.3,0.04,1.42
Jönköping,2021-02-11,0.66,0.13,2.31
Blekinge,2021-02-11,0.22,0,2.26
Västra Götaland,2021-02-11,0.36,0.2,0.66
Örebro,2021-02-11,0.47,0.03,2.91
Östergötland,2021-02-11,0.38,0.04,1.67
Gävleborg,2021-02-11,0.33,0.04,2.07
Kalmar,2021-02-11,0.15,0,2.54
Jämtland,2021-02-11,0.32,0.01,4.45
Södermanland,2021-02-11,0.49,0.08,2.73
Västerbotten,2021-02-11,0.44,0.04,2.22
Västmanland,2021-02-11,0.26,0.01,2.2
Värmland,2021-02-11,0.44,0.06,1.97
Norrbotten,2021-02-11,0.54,0.05,3.81
Gotland,2021-02-11,,,
Kronoberg,2021-02-11,0.48,0.05,2.8
Skåne,2021-02-12,0.35,0.21,0.58
Dalarna,2021-02-12,0.22,0.01,2.42
Stockholm,2021-02-12,0.49,0.32,0.76
Västernorrland,2021-02-12,0.33,0.01,2.65
Uppsala,2021-02-12,0.37,0.14,0.92
Halland,2021-02-12,0.37,0.06,1.52
Jönköping,2021-02-12,0.67,0.13,2.34
Blekinge,2021-02-12,0.17,0,2.19
Västra Götaland,2021-02-12,0.36,0.2,0.66
Örebro,2021-02-12,0.49,0.04,2.96
Östergötland,2021-02-12,0.37,0.04,1.64
Gävleborg,2021-02-12,0.29,0.02,2.02
Kalmar,2021-02-12,0.16,0,2.69
Jämtland,2021-02-12,0.29,0.01,4.39
Södermanland,2021-02-12,0.46,0.06,2.62
Västerbotten,2021-02-12,0.44,0.04,2.22
Västmanland,2021-02-12,0.25,0.01,2.29
Värmland,2021-02-12,0.48,0.07,2.05
Norrbotten,2021-02-12,0.52,0.05,3.6
Gotland,2021-02-12,,,
Kronoberg,2021-02-12,0.44,0.03,2.78
Skåne,2021-02-13,0.34,0.21,0.57
Dalarna,2021-02-13,0.19,0,2.34
Stockholm,2021-02-13,0.47,0.29,0.73
Västernorrland,2021-02-13,0.46,0.03,2.9
Uppsala,2021-02-13,0.33,0.12,0.87
Halland,2021-02-13,0.37,0.07,1.55
Jönköping,2021-02-13,0.54,0.09,2.14
Blekinge,2021-02-13,0.2,0,2.22
Västra Götaland,2021-02-13,0.43,0.24,0.75
Örebro,2021-02-13,0.52,0.04,3.04
Östergötland,2021-02-13,0.38,0.05,1.68
Gävleborg,2021-02-13,0.29,0.03,2.01
Kalmar,2021-02-13,0.13,0,2.71
Jämtland,2021-02-13,0.27,0.01,4.21
Södermanland,2021-02-13,0.58,0.07,3.04
Norrbotten,2021-02-13,0.54,0.06,3.62
Västmanland,2021-02-13,0.23,0.01,2.31
Västerbotten,2021-02-13,0.45,0.04,2.3
Värmland,2021-02-13,0.42,0.05,1.95
Gotland,2021-02-13,,,
Kronoberg,2021-02-13,0.44,0.03,2.92
Skåne,2021-02-14,0.33,0.2,0.55
Dalarna,2021-02-14,0.25,0.01,2.48
Stockholm,2021-02-14,0.45,0.28,0.71
Västernorrland,2021-02-14,0.46,0.03,2.94
Uppsala,2021-02-14,0.33,0.12,0.86
Halland,2021-02-14,0.33,0.05,1.5
Blekinge,2021-02-14,0.17,0,2.09
Västra Götaland,2021-02-14,0.41,0.23,0.74
Örebro,2021-02-14,0.52,0.04,3.02
Östergötland,2021-02-14,0.34,0.04,1.57
Gävleborg,2021-02-14,0.31,0.03,2.04
Jönköping,2021-02-14,0.58,0.11,2.18
Kalmar,2021-02-14,0.17,0,2.68
Jämtland,2021-02-14,0.28,0.01,4.38
Södermanland,2021-02-14,0.38,0.03,2.72
Norrbotten,2021-02-14,0.52,0.05,3.6
Västmanland,2021-02-14,0.27,0.01,2.27
Västerbotten,2021-02-14,0.46,0.04,2.38
Värmland,2021-02-14,0.46,0.06,2.06
Gotland,2021-02-14,,,
Kronoberg,2021-02-14,0.48,0.03,3.08
Skåne,2021-02-15,0.34,0.2,0.56
Dalarna,2021-02-15,0.31,0.01,2.68
Stockholm,2021-02-15,0.49,0.31,0.75
Jönköping,2021-02-15,0.62,0.1,2.29
Västernorrland,2021-02-15,0.48,0.03,2.88
Uppsala,2021-02-15,0.36,0.13,0.9
Halland,2021-02-15,0.49,0.11,1.69
Blekinge,2021-02-15,0.14,0,1.99
Västra Götaland,2021-02-15,0.4,0.22,0.72
Örebro,2021-02-15,0.41,0.04,2.81
Östergötland,2021-02-15,0.36,0.05,1.58
Gävleborg,2021-02-15,0.42,0.04,2.18
Kalmar,2021-02-15,0.21,0,2.84
Jämtland,2021-02-15,0.44,0.01,4.36
Södermanland,2021-02-15,0.42,0.04,2.53
Norrbotten,2021-02-15,0.62,0.04,3.69
Västmanland,2021-02-15,0.22,0.01,2.22
Västerbotten,2021-02-15,0.43,0.03,2.32
Värmland,2021-02-15,0.44,0.06,2.01
Gotland,2021-02-15,,,
Kronoberg,2021-02-15,0.54,0.06,2.98
Skåne,2021-02-16,0.35,0.22,0.56
Dalarna,2021-02-16,0.36,0.04,2.64
Norrbotten,2021-02-16,0.61,0.08,3.27
Stockholm,2021-02-16,0.51,0.34,0.75
Jönköping,2021-02-16,0.54,0.09,2.1
Västernorrland,2021-02-16,0.62,0.08,2.86
Uppsala,2021-02-16,0.34,0.12,0.84
Halland,2021-02-16,0.43,0.1,1.52
Blekinge,2021-02-16,0.19,0.01,1.84
Västra Götaland,2021-02-16,0.47,0.27,0.79
Örebro,2021-02-16,0.42,0.05,2.63
Östergötland,2021-02-16,0.45,0.1,1.6
Gävleborg,2021-02-16,0.42,0.06,2.12
Kalmar,2021-02-16,0.2,0,2.34
Jämtland,2021-02-16,0.35,0,4.08
Södermanland,2021-02-16,0.72,0.12,2.79
Västerbotten,2021-02-16,0.37,0.03,2.08
Västmanland,2021-02-16,0.22,0.01,2.08
Värmland,2021-02-16,0.38,0.07,1.63
Gotland,2021-02-16,,,
Kronoberg,2021-02-16,0.5,0.06,2.61
Skåne,2021-02-17,0.36,0.22,0.57
Dalarna,2021-02-17,0.36,0.03,2.66
Norrbotten,2021-02-17,0.71,0.13,3.38
Stockholm,2021-02-17,0.51,0.34,0.75
Jönköping,2021-02-17,0.5,0.08,1.99
Västernorrland,2021-02-17,0.65,0.09,2.83
Uppsala,2021-02-17,0.34,0.13,0.83
Halland,2021-02-17,0.38,0.08,1.46
Blekinge,2021-02-17,0.24,0.01,1.86
Västra Götaland,2021-02-17,0.46,0.28,0.77
Örebro,2021-02-17,0.4,0.05,2.45
Östergötland,2021-02-17,0.46,0.1,1.59
Gävleborg,2021-02-17,0.41,0.07,2.08
Kalmar,2021-02-17,0.2,0.01,2.25
Jämtland,2021-02-17,0.36,0,4.24
Södermanland,2021-02-17,0.7,0.13,2.67
Västerbotten,2021-02-17,0.38,0.03,2.06
Västmanland,2021-02-17,0.25,0.01,2.09
Värmland,2021-02-17,0.32,0.06,1.52
Gotland,2021-02-17,,,
Kronoberg,2021-02-17,0.51,0.06,2.63
Skåne,2021-02-18,0.36,0.23,0.57
Dalarna,2021-02-18,0.41,0.04,2.62
Norrbotten,2021-02-18,0.67,0.11,3.34
Stockholm,2021-02-18,0.52,0.35,0.76
Jönköping,2021-02-18,0.52,0.09,1.97
Västernorrland,2021-02-18,0.66,0.1,2.86
Uppsala,2021-02-18,0.38,0.15,0.9
Halland,2021-02-18,0.36,0.07,1.44
